model,split,node,n_predictions,rmse,mae
naive_persistence,test,iv_x07_t03,422,0.0116103565344112,0.0077338651431745
naive_persistence,test,iv_x07_t04,422,0.0110260775806798,0.0077012378861216
naive_persistence,test,iv_x07_t05,422,0.0120998904768049,0.0081986890140101
naive_persistence,test,iv_x07_t06,422,0.0118957578140953,0.0081988858355879
naive_persistence,test,iv_x07_t07,422,0.0117867120154226,0.0083561153334712
naive_persistence,test,iv_x07_t08,422,0.0112888596833448,0.0080035205801043
naive_persistence,test,iv_x07_t09,422,0.0125967318116817,0.0091135157101228
naive_persistence,test,iv_x07_t10,422,0.01283353227949,0.0090797231650818
naive_persistence,test,iv_x07_t11,422,0.0138137569386654,0.0094765208038545
naive_persistence,test,iv_x07_t12,422,0.0130617425297864,0.0092435889210355
naive_persistence,test,iv_x07_t13,422,0.013072378078109,0.0094196816340903
naive_persistence,test,iv_x07_t14,422,0.0131673782747548,0.0093733074602797
naive_persistence,test,iv_x07_t15,422,0.0152404769390433,0.0107802019832749
naive_persistence,test,iv_x07_t16,422,0.0161777450017906,0.0110971231344327
naive_persistence,test,iv_x07_t17,420,0.016264483291639,0.0113805092212776
naive_persistence,test,iv_x07_t18,259,0.0137368285595026,0.009626821772861
naive_persistence,test,iv_x08_t01,422,0.0117811692629263,0.0076016832999293
naive_persistence,test,iv_x08_t02,422,0.0118967043062764,0.0080246425889121
naive_persistence,test,iv_x08_t03,422,0.0112596846547752,0.0076619897006515
naive_persistence,test,iv_x08_t04,422,0.0114251637566619,0.008163195934646
naive_persistence,test,iv_x08_t05,422,0.0115042350009875,0.0082443998139139
naive_persistence,test,iv_x08_t06,422,0.0118891163832624,0.0082864778408015
naive_persistence,test,iv_x08_t07,422,0.0122136791760348,0.0086532866807511
naive_persistence,test,iv_x08_t08,422,0.0129521471138147,0.0086616569651319
naive_persistence,test,iv_x08_t09,422,0.0123053911764425,0.0083121743307982
naive_persistence,test,iv_x08_t10,422,0.0117350911011258,0.0084008094262474
naive_persistence,test,iv_x08_t11,422,0.012994324517334,0.0092431751251174
naive_persistence,test,iv_x08_t12,422,0.0142111570473918,0.0099911197632644
naive_persistence,test,iv_x08_t13,422,0.0152732916406366,0.010391489973501
naive_persistence,test,iv_x08_t14,422,0.0156351679094206,0.0106733846284254
naive_persistence,test,iv_x08_t15,422,0.015410490718776,0.010800417024759
naive_persistence,test,iv_x08_t16,422,0.0173971572125053,0.0119387253760822
naive_persistence,test,iv_x08_t17,420,0.0195370492162434,0.0127491568604723
naive_persistence,test,iv_x08_t18,261,0.0146851540096146,0.0105710528520807
naive_persistence,test,iv_x09_t01,422,0.0116776949867023,0.0076361339512861
naive_persistence,test,iv_x09_t02,422,0.0113002163496539,0.0077025332653559
naive_persistence,test,iv_x09_t03,422,0.0115316200971129,0.0077051428221218
naive_persistence,test,iv_x09_t04,422,0.0106893795101345,0.0075578061439018
naive_persistence,test,iv_x09_t05,422,0.011669337131729,0.0083526916452157
naive_persistence,test,iv_x09_t06,422,0.0120621959646325,0.0087304412493691
naive_persistence,test,iv_x09_t07,422,0.0105501007084972,0.007718906624895
naive_persistence,test,iv_x09_t08,422,0.0121006678189139,0.0084627756421631
naive_persistence,test,iv_x09_t09,422,0.0124384865967608,0.0087209823430815
naive_persistence,test,iv_x09_t10,422,0.0125741440484597,0.0089297592368775
naive_persistence,test,iv_x09_t11,422,0.013187932975105,0.009277978086944
naive_persistence,test,iv_x09_t12,422,0.0152298894176428,0.0105519328448129
naive_persistence,test,iv_x09_t13,422,0.0147942328042439,0.0103572703058954
naive_persistence,test,iv_x09_t14,422,0.0143610997038022,0.0100822887129396
naive_persistence,test,iv_x09_t15,422,0.0155401526742345,0.0112464614954398
naive_persistence,test,iv_x09_t16,422,0.0183802769377796,0.0128522380489064
naive_persistence,test,iv_x09_t17,422,0.0204683904340865,0.012981077721899
naive_persistence,test,iv_x09_t18,263,0.016089599597022,0.0102828346974369
naive_persistence,test,iv_x10_t01,422,0.0116590280130256,0.0077638746667139
naive_persistence,test,iv_x10_t02,422,0.0110920850968932,0.0076225311807004
naive_persistence,test,iv_x10_t03,422,0.012217814259387,0.0082483638568003
naive_persistence,test,iv_x10_t04,422,0.0116361787761061,0.0080626691332724
naive_persistence,test,iv_x10_t05,422,0.0114791024473951,0.0082566960998877
naive_persistence,test,iv_x10_t06,422,0.0116032702116975,0.0083823235914902
naive_persistence,test,iv_x10_t07,422,0.0133105046723879,0.0092111661279838
naive_persistence,test,iv_x10_t08,422,0.0129146295029073,0.0089451180728983
naive_persistence,test,iv_x10_t09,422,0.0118429058790139,0.0084671287362397
naive_persistence,test,iv_x10_t10,422,0.0134200168795501,0.0093912540834682
naive_persistence,test,iv_x10_t11,422,0.01375665663857,0.0099016327557649
naive_persistence,test,iv_x10_t12,422,0.0141610867862165,0.0098730422852293
naive_persistence,test,iv_x10_t13,422,0.0149027433399461,0.010258016109513
naive_persistence,test,iv_x10_t14,422,0.0150978905180975,0.0102959013732762
naive_persistence,test,iv_x10_t15,422,0.0154601815730531,0.0109395283962287
naive_persistence,test,iv_x10_t16,422,0.016936007839665,0.0120488942383633
